index,Record ID,Account: AUM,Annual Revenue,CB 1st Priority,CB 2nd Priority,CB Industries,CB Industry Groups,CB Investment Stage,CB Investor Type,City,Company Domain Name,Company name,Company owner,Company Segment,Country/Region,Create Date,Crunchbase Company URL,CrunchBase URL,Data Source,Description,Industry,Is Public,LinkedIn Bio,LinkedIn Company Page,Merged Company IDs,Number of Associated Contacts,Number of Employees,Number of times contacted,Original Source Data 1,Original Source Data 2,Original Source Type,Parent Company,Phone Number,Postal Code,Segment- Comp,State/Region,Street Address,Street Address 2,Total Money Raised,Type,Web Technologies,Website URL,Year Founded
160,15764113039,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Pivotal bioVenture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Pivotal bioVenture Partners is a venture capital firm based in San Francisco, California that invests in early stage biotechnology companies. Pivotal's philosophy is to go early and ground-breaking, with a focus on preclinical or pre-proof of concept therapeutics, from discovery through to phase 1 of clinical development and will be centered on life sciences in the United States and Europe. It was established in 2017 and was created by the Nan Fung Group, a Chinese property developer in Hong Kong.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
163,15764780914,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,PacRim Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"PacRim Venture Partners (PVP) is a private venture capital fund with investors from the United States, Taiwan and Hong Kong. The firm focus their investments on early-stage information technology companies in Silicon Valley.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
164,15764678516,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Preferred Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
168,15765019143,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Red Rock Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Red Rock Ventures is a Palo Alto, California-based venture capital investment partnership specializing in seed and early-stage information technology investments. It was founded in 1997.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
172,15764390232,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Remiges Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Remiges Ventures is a cross-border venture capital firm that seeks to invest in companies operating in the healthcare sector. The firm is based in Cambridge, Massachusetts with an additional office in Tokyo, Japan.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,34785046,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
175,15764633943,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Republic Venture Group,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
177,15764409132,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,RenewableTech Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"RenewableTech Ventures is a venture capital and private equity firm focused on the Rocky Mountain Region of Canada and the United States. The firm invests in early-stage and growth-stage energy innovations in renewable energy, clean technology, energy conversation, green materials and other clean technologies. RenewableTech Ventures provides capital, market intelligence, active board representation and an international network of industry contacts, technology leaders and co-investors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
182,15764557568,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Quicksilver Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Quicksilver Ventures is a venture capital firm based in Saratoga, California that seeks to invest in computing and consumer technology. The firm primarily seeks to invest in video and imaging, networking and mobility, data management, services and security, storage components and systems and enterprise applications.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
186,15764668991,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Rockport Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Rockport Venture Partners is a venture-capital focused private placement firm. The firm focuses on advising and raising institutional capital for early and growth-stage healthcare and environmental science companies in the healthcare IT, medical devices, biotech, waste conversion and water treatment technologies sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
188,15764409119,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Rock Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Rock Ventures is the umbrella entity that provides operational coordination, guidance and integration of Quicken Loans Founder Dan Gilbert’s portfolio of companies, investments and real estate purchases. The firm is engaged in the economic and real estate development, marketing and communications, philanthropy and government relations sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Real Estate Palm Beach Data,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
190,15765103386,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Santa Fe Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Santa Fe Venture Partners is a General Partner with the Silicon Valley based venture capital firm International Venture Fund I. IVF I is a seed and early stage Venture Capital group with investments in California, Arizona, Utah, Hawaii, and New Mexico.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
191,15765065022,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Saratoga Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Saratoga Ventures is a venture capital firm which specializes in seed, early and later stage investments. The firm prefers to invest in companies based in San Francisco operating in the healthcare, biotechnology, pharmaceuticals and health technology sectors. The firm was founded in 1997 and is based in Mountain View, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
193,15764522132,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Rose-Hulman Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Rose-Hulman Ventures is an accelerator/incubator of Rose-Hulman Institute of Technology, that brings together outstanding students with technology-based companies. The program includes professional level laboratories, equipment, tools and work suites. The firm is located on 100 acres in a 35,000 square-foot facility on the south campus of Rose-Hulman in Terre Haute, Indiana.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
194,15765076920,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Shore Ventures II,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Shore Ventures II, a subsidiary of Hershey Management, is a venture capital firm headquartered in New York City, focuses on providing growth and expansion capital to talented entrepreneurs to build great businesses and ultimately achieve a successful liquidity event. The investment focus is on late seed, series A and B financing rounds",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
200,15764708406,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Silicon Valley Social Venture Fund,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Silicon Valley Social Venture Fund is an impact investment firm which aims to unleash the resources and talents of the Silicon Valley community in support of promising social ventures to achieve measurable impact. The firm was founded in 1998 and is based in Redwood City, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
202,15764625998,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Silicon Valley China Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
205,15765103401,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,SEED Venture Finance,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"SEED Venture Finance, LLC is a private investment firm specializing in subordinated debt, senior debt and equity investments in small and medium sized businesses. SEED Venture Finance manages SEED Ventures L.P., a $20 million Small Business Investment Company (“SBIC”) focused on investments in Southeastern Massachusetts and Rhode Island. SEED has established strategic partnerships with major commercial banks in the region and is uniquely positioned to provide a company with a full range of capital raising options and related services.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
207,15764644139,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Selby Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Selby Venture Partners is a venture capital firm based in Menlo Park, California. The firm seeks to invest in the digital media, consumer internet, software, information technology, communication, sustainable technology and service sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
208,15764113028,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,SmartForest Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"SmartForest Ventures is a venture capital firm based in Portland, Oregon. The firm was founded in 2000 and seeks to invest in companies operating in the in the information technology sector. The firm phased out of business in 2015.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
209,15764780923,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Shepherd Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Shepherd Ventures is a venture capital firm that specializes in first and later stage investments. The firm primarily invests in information technology and life sciences sectors. Within the information technology sector, it invests in information systems, semiconductors, software, enterprise applications, wireless mobile computing, components, networking, digital media, internet and communications infrastructure. In the life sciences sector, the firm invests in medical devices, bio therapeutics, specialty diagnostics, bioinformatics and healthcare information technology. Shepherd Ventures was founded in 2001 and is based in San Diego, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
210,15764565890,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Snow Ventures (San Francisco),Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Snow Ventures is an early stage investment management firm which provides diversification exposure to systemic and market risks. It was founded in 2015 and is based in San Francisco, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
213,15765056394,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Spangler Venture,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Spangler Ventures is a venture capital firm which seeks to invest in the manufacturing, mobile, clean technology, financial technology, energy, financial services and information technology industries. The firm is based in Seattle, Washington and was founded in 1982.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
214,15765026576,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Space Center Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Space Center Ventures is a venture capital firm specializing in early stage investments. The firm focuses on investing in companies operating in the medical devices, electronics and instrumentation, telecommunications, business services, semiconductors, biotechnology software sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
216,15764531287,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,South Atlantic Venture Funds,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"South Atlantic Venture Funds is a private equity firm based in Tampa, Florida. It is a private venture capital partnerships organized to provide capital for privately-owned, rapidly-growing companies located in Florida, the Southeastern United States and Texas. The firm invests in the communications, health care, technology, manufacturing, consumer products and specialty retail sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
221,15764437089,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Springboard Venture Fund,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Springboard Venture Fund is an independent sponsor formed to invest in companies emerging from the Springboard Enterprises accelerator programs. The firm invests through special purpose vehicles, formed to finance individual Springboard companies. It is based in New York, New York and was founded in 2016.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
233,15765047686,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,T2 Venture Capital,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,T2 Venture Capital is a venture capital firm that invests in startup and early stage technology based companies.,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
237,15764652638,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Telecom Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
259,15764166951,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,True Wealth Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"True Wealth Ventures is a venture capital firm that seeks to invest in women-led companies with products and technologies in the consumer health and sustainable consumer sectors. The firm's investment thesis is that women-led companies perform better financially, yet are an untapped market for investors since only 3% of venture dollars go to women-led start-ups and 15% to those with a woman on the leadership team. In addition, since women make 85% of consumer purchase decisions and 80% of healthcare decisions, it believes there is an additional advantage for companies with women on the management team in designing products for, selling to and servicing these women customers in these markets.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
264,15764467377,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Tyson New Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Tyson New Ventures is the corporate venture arm of Tyson Foods. The firm is focused on making investments into alternative proteins, businesses that seek to eliminate food loss and insecurity and ""Internet of Food"" technologies that empower consumers to drive performance throughout the food chain. Tyson New Ventures is based in Chicago, Illinois.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
